"Q1 - Nota";"Q2 - Nota";"Codigo Situacao final bimestre";"Q1 - Tempo envio";"Q2 - Tempo envio";"S1 - Tempo ultimo acesso";"S2 - Tempo ultimo acesso";"Ano de Ingresso";"('Nota', 'Biologia I')";"('Nota', 'Educacao Fisica I')";"('Nota', 'Filosofia I')";"('Nota', 'Fisica I')";"('Nota', 'Geografia I')";"('Nota', 'Historia I')";"('Nota', 'Lingua Portuguesa e Literatura Brasileira I')";"('Nota', 'Matematica I')";"('Nota', 'Quimica I')";"('Nota', 'Sociologia I')";"Idade";"curso_integrado_MSI";"curso_integrado_MUSICA";"curso_integrado_TED";"sexo_F";"sexo_M";"cor_raca_Branca";"cor_raca_Indigena";"cor_raca_Nao declarada";"cor_raca_Parda";"cor_raca_Preta";"tipo_escola_origem_Privada";"tipo_escola_origem_Publica";"zona_residencial_Rural";"zona_residencial_Urbana";"cota_SISTEC_Cor/Raca";"cota_SISTEC_Escola Publica";"cota_SISTEC_Nao se aplica";"cota_SISTEC_Necessidades Especiais";"cota_MEC_Nao se aplica";"cota_MEC_publica";"cota_MEC_publica_PCD";"cota_MEC_publica_PPI";"cota_MEC_publica_renda_menor_1,5SM";"cota_MEC_publica_renda_menor_1,5SM_PCD";"cota_MEC_publica_renda_menor_1,5SM_PPI";"cota_MEC_publica_renda_menor_1,5SM_PPI_PCD";"Escola de Origem"
100;90;1;"2.0";"1.0";"4.0";"5.0";2019;"94.0";"98.0";"93.0";"97.0";"91.0";"75.0";"90.0";"88.0";"88.0";"84.0";17;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;63
92;90;1;"4.0";"5.0";"5.0";"4.0";2019;"79.0";"99.0";"80.0";"86.0";"90.0";"72.0";"79.0";"84.0";"87.0";"76.0";16;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;8
50;90;0;"7.0";"6.0";"0.0";"4.0";2019;"73.0";"85.0";"89.0";"53.0";"85.0";"71.0";"78.0";"53.0";"37.0";"70.0";16;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;138
78;100;1;"3.0";"2.0";"5.0";"4.0";2019;"93.0";"95.0";"94.0";"97.0";"92.0";"86.0";"88.0";"94.0";"94.0";"83.0";15;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;141
100;90;1;"3.0";"1.0";"5.0";"4.0";2019;"78.0";"95.0";"86.0";"86.0";"84.0";"75.0";"84.0";"77.0";"82.0";"76.0";15;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;152
100;90;1;"2.0";"3.0";"5.0";"3.0";2019;"54.0";"85.0";"72.0";"50.0";"84.0";"63.0";"56.0";"46.0";"50.0";"73.0";16;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;19
100;90;1;"4.0";"6.0";"3.0";"5.0";2019;"54.0";"93.0";"82.0";"77.0";"86.0";"62.0";"71.0";"71.0";"79.0";"71.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;20
100;90;1;"4.0";"6.0";"99.0";"5.0";2019;"46.0";"92.0";"79.0";"71.0";"85.0";"54.0";"61.0";"50.0";"51.0";"71.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;20
70;90;1;"4.0";"6.0";"5.0";"4.0";2019;"75.0";"94.0";"82.0";"80.0";"74.0";"83.0";"77.0";"73.0";"63.0";"81.0";16;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;144
100;90;1;"2.0";"3.0";"2.0";"5.0";2019;"77.0";"95.0";"73.0";"77.0";"87.0";"63.0";"75.0";"58.0";"74.0";"61.0";17;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;155
26;0;0;"10.0";"10.0";"99.0";"2.0";2019;"49.0";"76.0";"73.0";"56.0";"83.0";"55.0";"55.0";"70.0";"46.0";"70.0";19;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;141
34;90;0;"5.0";"6.0";"99.0";"5.0";2018;"51.0";"85.0";"71.0";"77.0";"87.0";"50.0";"46.0";"77.0";"76.0";"74.0";18;1;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;59
80;90;1;"3.0";"2.0";"2.0";"5.0";2019;"81.0";"86.0";"79.0";"72.0";"88.0";"70.0";"72.0";"73.0";"73.0";"73.0";16;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;138
92;100;1;"4.0";"4.0";"4.0";"5.0";2019;"89.0";"96.0";"94.0";"97.0";"94.0";"85.0";"91.0";"97.0";"92.0";"87.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;138
100;80;1;"2.0";"2.0";"4.0";"5.0";2019;"81.0";"94.0";"77.0";"83.0";"90.0";"73.0";"79.0";"73.0";"70.0";"72.0";16;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;5
44;90;1;"5.0";"4.0";"4.0";"5.0";2019;"75.0";"93.0";"75.0";"39.0";"85.0";"50.0";"76.0";"69.0";"57.0";"75.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;141
92;100;1;"4.0";"5.0";"5.0";"4.0";2019;"72.0";"89.0";"82.0";"75.0";"89.0";"67.0";"83.0";"57.0";"75.0";"83.0";17;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;6
92;100;1;"2.0";"1.0";"4.0";"3.0";2019;"73.0";"97.0";"84.0";"94.0";"78.0";"81.0";"77.0";"72.0";"72.0";"79.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;11
48;70;1;"5.0";"5.0";"5.0";"5.0";2019;"74.0";"92.0";"79.0";"77.0";"84.0";"73.0";"73.0";"57.0";"63.0";"75.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;55
46;70;0;"4.0";"5.0";"99.0";"5.0";2019;"56.0";"92.0";"78.0";"59.0";"84.0";"56.0";"71.0";"37.0";"55.0";"65.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;43
92;90;1;"4.0";"6.0";"3.0";"4.0";2019;"86.0";"88.0";"82.0";"73.0";"87.0";"80.0";"84.0";"80.0";"75.0";"81.0";17;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;141
100;100;1;"3.0";"1.0";"5.0";"4.0";2019;"81.0";"93.0";"93.0";"90.0";"91.0";"82.0";"83.0";"86.0";"84.0";"82.0";16;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;152
100;90;1;"2.0";"1.0";"4.0";"4.0";2019;"90.0";"92.0";"89.0";"93.0";"89.0";"78.0";"81.0";"86.0";"86.0";"74.0";16;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;8
86;90;1;"2.0";"2.0";"4.0";"5.0";2019;"78.0";"94.0";"76.0";"73.0";"82.0";"59.0";"80.0";"75.0";"70.0";"85.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;141
100;100;1;"5.0";"6.0";"4.0";"5.0";2019;"82.0";"99.0";"87.0";"81.0";"89.0";"80.0";"81.0";"74.0";"72.0";"85.0";17;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;3
92;0;0;"10.0";"10.0";"99.0";"2.0";2018;"48.0";"72.5";"58.0";"37.5";"60.5";"49.0";"55.5";"43.0";"45.5";"59.0";20;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;20
100;90;1;"4.0";"5.0";"99.0";"5.0";2019;"76.0";"93.0";"84.0";"76.0";"79.0";"78.0";"75.0";"63.0";"77.0";"79.0";17;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;105
60;90;0;"5.0";"5.0";"1.0";"5.0";2019;"74.0";"93.0";"72.0";"87.0";"95.0";"62.0";"73.0";"80.0";"64.0";"75.0";16;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;3
62;90;0;"2.0";"2.0";"99.0";"3.0";2019;"61.0";"86.0";"70.0";"70.0";"88.0";"50.0";"43.0";"70.0";"42.0";"82.0";18;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;163
100;100;1;"2.0";"1.0";"3.0";"5.0";2019;"77.0";"85.0";"75.0";"85.0";"89.0";"61.0";"83.0";"57.0";"57.0";"74.0";17;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;114
40;80;0;"4.0";"5.0";"2.0";"4.0";2019;"70.0";"90.0";"71.0";"46.0";"80.0";"52.0";"73.0";"83.0";"39.0";"70.0";16;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;20
100;80;1;"5.0";"6.0";"4.0";"5.0";2019;"80.0";"92.0";"74.0";"78.0";"89.0";"63.0";"83.0";"74.0";"52.0";"73.0";16;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;148
100;90;1;"3.0";"6.0";"4.0";"5.0";2019;"91.0";"98.0";"90.0";"87.0";"85.0";"78.0";"79.0";"88.0";"78.0";"82.0";17;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;3
100;90;1;"3.0";"5.0";"5.0";"5.0";2019;"76.0";"91.0";"88.0";"75.0";"92.0";"70.0";"84.0";"82.0";"72.0";"79.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;114
86;80;0;"7.0";"54.0";"99.0";"99.0";2019;"83.0";"92.0";"76.0";"75.0";"93.0";"56.0";"86.0";"81.0";"60.0";"70.0";16;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;147
92;100;1;"2.0";"1.0";"2.0";"5.0";2019;"89.0";"95.0";"92.0";"87.0";"89.0";"82.0";"85.0";"95.0";"82.0";"88.0";18;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;35
92;80;1;"50.0";"5.0";"3.0";"4.0";2019;"67.0";"84.0";"76.0";"42.0";"86.0";"59.0";"73.0";"53.0";"54.0";"71.0";17;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;35
78;100;1;"3.0";"1.0";"1.0";"4.0";2019;"86.0";"95.0";"91.0";"93.0";"89.0";"77.0";"88.0";"97.0";"84.0";"87.0";16;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;49
100;80;1;"3.0";"2.0";"4.0";"4.0";2019;"79.0";"95.0";"80.0";"43.0";"84.0";"75.0";"79.0";"78.0";"55.0";"75.0";17;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;89
96;80;1;"2.0";"1.0";"5.0";"5.0";2019;"80.0";"94.0";"77.0";"72.0";"78.0";"70.0";"75.0";"87.0";"75.0";"73.0";17;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;98
100;80;1;"5.0";"6.0";"1.0";"5.0";2019;"88.0";"88.0";"83.0";"86.0";"87.0";"63.0";"79.0";"90.0";"72.0";"73.0";17;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;96
100;100;1;"4.0";"4.0";"4.0";"4.0";2019;"93.0";"97.0";"93.0";"95.0";"88.0";"87.0";"86.0";"92.0";"88.0";"80.0";16;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;14
100;100;1;"5.0";"6.0";"1.0";"5.0";2019;"70.0";"88.0";"75.0";"79.0";"76.0";"60.0";"82.0";"77.0";"65.0";"75.0";16;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;81
64;90;1;"3.0";"4.0";"4.0";"5.0";2019;"79.0";"92.0";"83.0";"73.0";"91.0";"70.0";"75.0";"57.0";"67.0";"85.0";16;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;152
100;100;1;"5.0";"6.0";"2.0";"5.0";2019;"91.0";"97.0";"84.0";"81.0";"88.0";"70.0";"80.0";"90.0";"73.0";"72.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;81
66;80;1;"3.0";"2.0";"2.0";"4.0";2019;"90.0";"95.0";"90.0";"84.0";"87.0";"75.0";"87.0";"91.0";"75.0";"84.0";17;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;34
54;0;0;"44.0";"6.0";"2.0";"1.0";2018;"51.0";"85.0";"75.0";"50.0";"80.0";"55.0";"58.0";"66.0";"59.0";"73.0";17;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;81
92;60;1;"5.0";"6.0";"3.0";"5.0";2019;"74.0";"91.0";"74.0";"51.0";"79.0";"59.0";"75.0";"32.0";"53.0";"75.0";17;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;131
78;60;1;"3.0";"1.0";"2.0";"5.0";2019;"83.0";"87.0";"71.0";"50.0";"85.0";"72.0";"82.0";"79.0";"54.0";"73.0";17;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;151
100;100;1;"2.0";"1.0";"2.0";"5.0";2019;"71.0";"84.0";"83.0";"52.0";"90.0";"62.0";"78.0";"81.0";"61.0";"73.0";17;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;22
38;80;0;"7.0";"1.0";"4.0";"4.0";2019;"77.0";"79.0";"76.0";"73.0";"83.0";"50.0";"78.0";"83.0";"58.0";"77.0";16;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;48
66;90;1;"3.0";"2.0";"4.0";"5.0";2019;"85.0";"91.0";"76.0";"60.0";"80.0";"63.0";"74.0";"74.0";"63.0";"72.0";16;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;5
92;80;1;"3.0";"1.0";"5.0";"4.0";2019;"82.0";"93.0";"83.0";"52.0";"83.0";"73.0";"80.0";"77.0";"66.0";"72.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;20
80;80;1;"2.0";"1.0";"4.0";"4.0";2019;"92.0";"97.0";"95.0";"90.0";"89.0";"72.0";"87.0";"96.0";"89.0";"84.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;120
66;90;1;"5.0";"6.0";"2.0";"5.0";2019;"77.0";"89.0";"79.0";"80.0";"84.0";"71.0";"78.0";"79.0";"58.0";"77.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;107
74;90;1;"3.0";"1.0";"4.0";"4.0";2019;"70.0";"93.0";"74.0";"72.0";"82.0";"50.0";"80.0";"70.0";"50.0";"80.0";17;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;20
92;100;1;"3.0";"2.0";"3.0";"5.0";2019;"73.0";"94.0";"84.0";"51.0";"81.0";"74.0";"80.0";"70.0";"59.0";"70.0";16;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;16
100;100;1;"3.0";"4.0";"3.0";"5.0";2019;"80.0";"88.0";"76.0";"73.0";"85.0";"70.0";"84.0";"82.0";"73.0";"71.0";16;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;50
84;80;1;"4.0";"3.0";"4.0";"5.0";2019;"74.0";"84.0";"63.0";"35.0";"92.0";"50.0";"76.0";"57.0";"41.0";"70.0";16;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;81
92;90;1;"4.0";"3.0";"6.0";"5.0";2019;"72.0";"95.0";"75.0";"52.0";"85.0";"71.0";"78.0";"76.0";"51.0";"73.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;79
100;90;1;"2.0";"1.0";"4.0";"5.0";2019;"88.0";"96.0";"83.0";"71.0";"89.0";"66.0";"77.0";"89.0";"71.0";"73.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;141
100;100;1;"5.0";"3.0";"2.0";"5.0";2020;"90.0";"95.0";"94.0";"98.0";"93.0";"86.0";"91.0";"100.0";"92.0";"86.0";17;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;150
48;0;0;"7.0";"99.0";"2.0";"1.0";2018;"62.0";"87.5";"51.5";"40.5";"56.0";"43.0";"73.0";"39.0";"33.5";"72.0";19;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;20
62;80;0;"4.0";"6.0";"4.0";"4.0";2019;"55.0";"89.0";"67.0";"50.0";"79.0";"50.0";"77.0";"55.0";"47.0";"72.0";16;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;107
100;100;1;"5.0";"3.0";"4.0";"5.0";2019;"77.0";"91.0";"74.0";"75.0";"87.0";"62.0";"81.0";"80.0";"76.0";"75.0";16;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;155
80;0;0;"50.0";"43.0";"99.0";"99.0";2019;"73.0";"93.0";"72.0";"50.0";"88.0";"54.0";"77.0";"56.0";"38.0";"74.0";16;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;97
92;100;1;"2.0";"1.0";"4.0";"4.0";2019;"78.0";"93.0";"78.0";"70.0";"88.0";"71.0";"74.0";"72.0";"67.0";"70.0";16;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;81
100;80;1;"3.0";"1.0";"4.0";"5.0";2019;"83.0";"93.0";"79.0";"77.0";"86.0";"79.0";"74.0";"90.0";"73.0";"74.0";16;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;96
